"x_","y_","t_","id"
689546.068317023,-3001109.22030401,2016-08-23 08:10:00,"ID2"
683064.760937406,-3000036.78494314,2016-08-23 09:10:00,"ID2"
678719.369439653,-2943110.11499643,2016-08-23 10:10:00,"ID2"
693463.832825937,-2897759.9851577,2016-08-23 11:10:00,"ID2"
695950.563435526,-2898903.46586622,2016-08-23 12:10:00,"ID2"
694505.245483933,-2898512.71997962,2016-08-23 13:10:00,"ID2"
691606.871133295,-2889130.8512099,2016-08-23 14:10:00,"ID2"
691473.068654017,-2889167.0827012,2016-08-23 15:10:00,"ID2"
691570.24619935,-2889094.54602396,2016-08-24 04:29:00,"ID2"
691568.16304965,-2889106.55468491,2016-08-24 05:02:00,"ID2"
691566.092453829,-2889114.19441435,2016-08-24 05:34:00,"ID2"
691604.824910741,-2889180.93217414,2016-08-24 06:07:00,"ID2"
691605.899441187,-2889163.45949775,2016-08-24 06:41:00,"ID2"
691601.302585938,-2889159.07734413,2016-08-24 07:41:00,"ID2"
691597.701796864,-2889164.5281773,2016-08-24 08:41:00,"ID2"
705451.822382679,-2874079.28427511,2016-08-24 09:41:00,"ID2"
713321.267226532,-2843620.89315104,2016-08-24 10:41:00,"ID2"
718811.92975578,-2803720.4155284,2016-08-24 11:41:00,"ID2"
721781.054464583,-2799073.63662655,2016-08-24 12:41:00,"ID2"
711583.597481961,-2784370.48667042,2016-08-24 13:41:00,"ID2"
711128.151963271,-2789726.91562027,2016-08-24 14:41:00,"ID2"
711329.86417038,-2790128.82955364,2016-08-25 04:14:00,"ID2"
711336.006082195,-2790131.04667319,2016-08-25 04:51:00,"ID2"
711330.918138811,-2790118.93727853,2016-08-25 05:29:00,"ID2"
711331.920136185,-2790126.63665282,2016-08-25 06:04:00,"ID2"
711330.895401469,-2790126.63362544,2016-08-25 06:40:00,"ID2"
711334.958610041,-2790138.73998664,2016-08-25 07:16:00,"ID2"
711331.91688799,-2790127.73613065,2016-08-25 07:53:00,"ID2"
705763.198811326,-2779378.81284705,2016-08-25 08:53:00,"ID2"
714281.846614318,-2736677.56116586,2016-08-25 09:53:00,"ID2"
724589.947685874,-2734986.06502397,2016-08-25 10:53:00,"ID2"
749304.274647377,-2733986.95729152,2016-08-25 11:53:00,"ID2"
723441.782636748,-2707748.74085679,2016-08-25 12:53:00,"ID2"
728303.601150544,-2705330.50651067,2016-08-25 13:53:00,"ID2"
728164.353556834,-2705501.42757692,2016-08-25 14:53:00,"ID2"
727714.362369124,-2705717.83521594,2016-08-26 04:33:00,"ID2"
728158.312436361,-2705352.17599788,2016-08-26 05:05:00,"ID2"
728217.177044239,-2705321.77017138,2016-08-26 06:05:00,"ID2"
728160.33589255,-2705361.02560944,2016-08-26 07:05:00,"ID2"
725876.886931646,-2703839.61399643,2016-08-26 08:05:00,"ID2"
714316.460675999,-2687157.53345579,2016-08-26 09:05:00,"ID2"
672231.766543958,-2684759.2584464,2016-08-26 10:05:00,"ID2"
670622.740745394,-2698931.54802157,2016-08-26 11:05:00,"ID2"
670615.558727795,-2698933.73975682,2016-08-26 12:05:00,"ID2"
674551.3953955,-2697707.21885128,2016-08-26 13:05:00,"ID2"
674545.247724351,-2697706.09568459,2016-08-26 14:05:00,"ID2"
674548.320011358,-2697707.21023879,2016-08-26 15:05:00,"ID2"
674612.144330915,-2697612.27697255,2016-08-27 04:16:00,"ID2"
674415.473807199,-2697739.74023463,2016-08-27 05:16:00,"ID2"
673937.844266477,-2697709.78695495,2016-08-27 06:16:00,"ID2"
646831.559247276,-2695669.11062992,2016-08-27 07:16:00,"ID2"
641080.399301648,-2701677.45248517,2016-08-27 08:16:00,"ID2"
